trail_id,name,area_name,city_name,state_name,country_name,_geoloc,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews,features,activities,units
10293112,Lake Helene via Fern Lake Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31195, 'lng': -105.64558}",17.331,9816.974,410.8704,3,out and back,3,4.5,146,"['dogs-no', 'forest', 'lake', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking', 'horseback-riding']",i
10005393,Bluebird Lake Trail,Rocky Mountain National Park,Allenspark,Colorado,United States,"{'lat': 40.20789, 'lng': -105.56648}",16.6696,19473.014,809.8536,5,out and back,1,4.5,111,"['dogs-no', 'forest', 'lake', 'river', 'views']",['hiking'],i
10293307,"Nymph, Dream, Haiyaha and Loch Vale Lakes Loop",Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31194, 'lng': -105.64562}",16.5198,12713.786,505.968,3,loop,2,4.5,62,"['dogs-no', 'forest', 'lake', 'views', 'waterfall']","['birding', 'hiking', 'nature-trips', 'walking']",i
10258578,Cub Lake,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.356, 'lng': -105.61596}",16.5094,8207.634,221.8944,3,out and back,1,4,206,"['dogs-no', 'lake', 'river', 'wildlife']","['hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking']",i
10235741,East Inlet Trail to Lake Verna,Rocky Mountain National Park,Allenspark,Colorado,United States,"{'lat': 40.23948, 'lng': -105.79985}",16.4705,20760.486,661.7208,5,out and back,1,5,72,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'horseback-riding', 'fly-fishing']",i
10030593,Warner Point Nature Trail,Black Canyon of the Gunnison National Park,Montrose,Colorado,United States,"{'lat': 38.56251, 'lng': -107.74201}",16.2627,2414.01,123.7488,1,out and back,1,4.5,173,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10320915,Gem Lake Trail and Lumpy Ridge Loop,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.39649, 'lng': -105.51273}",16.0138,7081.096,344.7288,3,loop,2,4.5,149,"['forest', 'lake', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10272716,Continental Divide National Scenic Trail (CDNST) Loop,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.30742, 'lng': -105.8408}",15.733,46348.992,1510.8936,7,loop,1,4.5,48,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i
10000412,Chasm Falls Trail via Old Fall River Road,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.41424, 'lng': -105.65535}",15.6444,4023.35,141.732,3,out and back,3,4,101,"['dogs-no', 'forest', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'mountain-biking', 'snowshoeing']",i
10010458,Timber Lake Trail,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.39963, 'lng': -105.84758}",15.471,15932.466,715.9752,3,out and back,2,4.5,128,"['dogs-no', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'trail-running']",i
10106086,Cliff Palace Loop Trail,Mesa Verde National Park,Mesa Verde National Park,Colorado,United States,"{'lat': 37.16609, 'lng': -108.47224}",15.2049,643.736,25.908,1,loop,3,4.5,87,"['dogs-no', 'historic-site', 'kids', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10289358,Mills Lake and The Loch,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.3104, 'lng': -105.64032}",15.1983,11265.38,418.7952,3,out and back,2,5,23,"['forest', 'lake', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
10235810,Green Mountain Trail,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.30741, 'lng': -105.84094}",14.7896,5632.69,214.884,3,out and back,1,4.5,158,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking', 'horseback-riding']",i
10248248,Flat Top Mountain and Fern Lake Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.3119, 'lng': -105.64597}",14.7715,16737.136,416.9664,3,point to point,1,4.5,77,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'snowshoeing', 'fly-fishing']",i
10296119,Alberta Falls and Bear Lake,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31206, 'lng': -105.64575}",14.5188,4023.35,127.7112,3,out and back,2,4.5,77,"['forest', 'lake', 'views', 'waterfall']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i
10263499,Gem Trail to Balanced Rock,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.39652, 'lng': -105.51271}",14.3872,11265.38,516.9408,3,out and back,1,4.5,106,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10264059,Alpine Ridge Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.44121, 'lng': -105.7542}",14.3272,1126.538,44.8056,1,out and back,3,4.5,105,"['dogs-no', 'kids', 'paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10290799,Four Lake Loop Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31201, 'lng': -105.64593}",14.2067,10943.512,405.9936,3,loop,2,4.5,52,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i
10033934,Toll Memorial Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.41211, 'lng': -105.73306}",14.2041,1770.274,46.9392,1,out and back,3,4.5,100,"['ada', 'kids', 'partially-paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['hiking', 'walking']",i
10031845,Mosca Pass Trail,Great Sand Dunes National Park and Preserve,Mosca,Colorado,United States,"{'lat': 37.7341, 'lng': -105.50849}",14.1369,10299.776,444.7032,3,out and back,3,4.5,119,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'trail-running']",i
10235769,Finch Lake via Allenspark Trail,Rocky Mountain National Park,Allenspark,Colorado,United States,"{'lat': 40.19359, 'lng': -105.54227}",14.1126,11748.182,463.9056,3,out and back,2,4.5,96,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'snowshoeing']",i
10284205,"Tyndall Glacier and Nymph, Dream, Emerald, and Haiyaha Lakes",Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31172, 'lng': -105.64553}",14.0678,10138.842,350.8248,3,out and back,2,4.5,95,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10267490,Lily Ridge Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.30674, 'lng': -105.53803}",14.002,1770.274,59.7408,1,loop,2,4.5,122,"['dogs-no', 'lake', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10033889,Oak Flat Loop Trail,Black Canyon of the Gunnison National Park,Montrose,Colorado,United States,"{'lat': 38.55468, 'lng': -107.68673}",13.9597,2092.142,94.7928,3,loop,1,4,118,"['forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10259076,Gunnison Route Trail,Black Canyon of the Gunnison National Park,Montrose,Colorado,United States,"{'lat': 38.55487, 'lng': -107.68646}",13.9396,2896.812,542.8488,7,out and back,2,4.5,79,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'fly-fishing']",i
10018356,Dunes Trail from Pinyon Flats,Great Sand Dunes National Park and Preserve,Mosca,Colorado,United States,"{'lat': 37.74456, 'lng': -105.50692}",13.9155,7242.03,290.7792,5,loop,1,4.5,76,"['dogs-leash', 'views']","['birding', 'camping', 'hiking', 'nature-trips']",i
10031830,Crystal Lakes Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.40715, 'lng': -105.62623}",13.8078,23335.43,943.9656,5,out and back,1,5,44,"['dogs-no', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['hiking', 'horseback-riding']",i
10293115,Glacier Gorge Trailhead to Jewel Lake,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31043, 'lng': -105.64037}",13.7925,9495.106,265.7856,3,out and back,2,4.5,33,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i
10271463,Trail Ridge Road,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.38707, 'lng': -105.6108}",13.7908,62764.26,1185.9768,3,point to point,3,4.5,83,"['dogs-no', 'forest', 'historic-site', 'lake', 'paved', 'river', 'views', 'wild-flowers', 'wildlife']","['nature-trips', 'road-biking', 'scenic-driving']",i
10235788,MacGregor Falls Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.3965, 'lng': -105.51345}",13.7732,9977.908,288.9504,3,out and back,2,4.5,76,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']",['hiking'],i
10249822,Painted Wall View Trail,Black Canyon of the Gunnison National Park,Montrose,Colorado,United States,"{'lat': 38.5805, 'lng': -107.7161}",13.5973,321.868,1.8288,1,out and back,2,4.5,59,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10299305,Mills Lake via Glacier Gorge Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31137, 'lng': -105.64612}",13.2626,8529.502,286.8168,3,out and back,2,4.5,24,"['forest', 'lake', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10007866,Chapin Pass Trail to Mount Chapin,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.43483, 'lng': -105.73036}",13.2069,6276.426,445.9224,3,out and back,2,5,69,"['dogs-no', 'views', 'wildlife']",['hiking'],i
10111780,Mount Chiquita via Chapin Pass Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.43489, 'lng': -105.73028}",13.1672,8046.7,626.9736,3,out and back,,5,47,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'trail-running']",i
10277364,The Pool via Fern Lake Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.35488, 'lng': -105.63103}",13.1538,5310.822,78.9432,1,out and back,2,4.5,101,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",i
10274329,Twin Owls and Lumpy Ridge Loop,Rocky Mountain National Park,Glen Haven,Colorado,United States,"{'lat': 40.39651, 'lng': -105.51303}",13.132,2574.944,135.9408,1,loop,2,4.5,129,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking']",i
10250371,Onahu Trail to Granite Falls,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.30743, 'lng': -105.84083}",13.0612,17380.872,497.7384,3,out and back,2,4.5,81,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'camping', 'fishing', 'hiking', 'nature-trips']",i
10030653,Lulu City Trail,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.40174, 'lng': -105.84865}",13.0545,11426.314,251.7648,3,out and back,2,4.5,125,"['dogs-no', 'forest', 'lake', 'river', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'snowshoeing', 'walking', 'horseback-riding', 'fly-fishing']",i
10038088,Mirror Lake Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.51791, 'lng': -105.77047}",13.0231,20277.684,621.792,3,out and back,1,4.5,26,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",i
10241603,Old Fall River Road,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.40534, 'lng': -105.62505}",12.9199,16898.07,999.744,1,point to point,3,4.5,83,"['dogs-no', 'forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'off-road-driving', 'trail-running']",i
10013526,Thunder Lake Trail,Rocky Mountain National Park,Allenspark,Colorado,United States,"{'lat': 40.20782, 'lng': -105.56621}",12.9172,18024.608,680.9232,5,out and back,2,4.5,52,"['forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'horseback-riding']",i
10002585,North Inlet Trail to Lake Nokoni,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.25655, 'lng': -105.8147}",12.816,29450.922,887.8824,3,out and back,1,4.5,45,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'walking', 'horseback-riding']",i
10255921,Balcony House Loop Trail,Mesa Verde National Park,Mesa Verde National Park,Colorado,United States,"{'lat': 37.1624, 'lng': -108.46512}",12.7726,643.736,27.7368,1,loop,3,4.5,68,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
10270326,Bear Lake to Bierstadt Lake via Flat Top Mountain Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31208, 'lng': -105.64596}",12.6549,7081.096,105.7656,1,point to point,2,4.5,69,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i
10008051,Upper Beaver Meadows Loop Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.37269, 'lng': -105.61387}",12.6267,1770.274,34.7472,1,loop,2,4,109,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10236189,Chasm View Nature Trail,Black Canyon of the Gunnison National Park,Olathe,Colorado,United States,"{'lat': 38.58485, 'lng': -107.70896}",12.2737,965.604,32.9184,1,loop,1,5,53,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10248242,Forest Canyon Overlook,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.39574, 'lng': -105.71147}",12.262,482.802,6.7056,1,out and back,3,4.5,32,"['ada', 'dogs-no', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
10017559,Lion Lake Trail,Rocky Mountain National Park,Allenspark,Colorado,United States,"{'lat': 40.20776, 'lng': -105.5665}",11.8259,19955.816,923.8488,5,out and back,2,5,25,"['dogs-no', 'forest', 'lake', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'snowshoeing', 'cross-country-skiing', 'fly-fishing']",i
10254185,Emerald Mountain Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.32801, 'lng': -105.57666}",11.5216,2414.01,274.9296,3,out and back,1,4,60,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i
10258922,Sand Dunes Loop Trail,Great Sand Dunes National Park and Preserve,Mosca,Colorado,United States,"{'lat': 37.74001, 'lng': -105.51679}",11.4416,8046.7,225.8568,3,loop,1,4.5,44,"['dogs-leash', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",i
10018316,Exclamation Point,Black Canyon of the Gunnison National Park,Crawford,Colorado,United States,"{'lat': 38.58664, 'lng': -107.70502}",11.3623,4667.086,110.9472,1,out and back,2,4.5,54,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10258930,Green Mountain Summit Via North Vista Trail,Black Canyon of the Gunnison National Park,Crawford,Colorado,United States,"{'lat': 38.58674, 'lng': -107.70492}",11.3221,10460.71,373.9896,3,out and back,1,4.5,63,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10258323,5 Lake Loop,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31226, 'lng': -105.64641}",10.9801,19633.948,982.98,7,loop,3,4.5,19,"['dogs-no', 'forest', 'lake', 'river', 'waterfall']","['hiking', 'trail-running']",i
10008056,Mesa Verde Point Lookout Trail,Mesa Verde National Park,Mesa Verde National Park,Colorado,United States,"{'lat': 37.30649, 'lng': -108.42017}",10.8043,3379.614,161.8488,3,out and back,2,4.5,61,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10239321,Big Meadows Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.30738, 'lng': -105.84088}",10.7041,11909.116,389.8392,3,loop,2,4,66,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",i
10279359,Bear Lake and Nymph Lake,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31182, 'lng': -105.64579}",10.5667,2896.812,85.9536,1,loop,2,4.5,26,"['dogs-no', 'forest', 'lake', 'kids', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
10240894,Cow Creek to Gem Lake,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.43138, 'lng': -105.5018}",10.0475,12391.918,433.7304,3,out and back,2,4.5,40,"['dogs-no', 'forest', 'lake', 'views']","['birding', 'hiking']",i
10235711,East Inlet Trail to Spirit Lake,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.23958, 'lng': -105.79978}",9.9247,23174.496,721.7664,5,out and back,1,5,24,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['camping', 'fishing', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'horseback-riding', 'fly-fishing']",i
10263386,Fern and Spruce Lakes,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.35479, 'lng': -105.63134}",9.9148,14323.126,557.784,3,out and back,2,4.5,16,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'fishing', 'hiking', 'nature-trips', 'walking', 'horseback-riding', 'fly-fishing']",i
10263389,Finch Lake and Pear Lake Trail,Rocky Mountain National Park,Allenspark,Colorado,United States,"{'lat': 40.20847, 'lng': -105.56085}",9.8782,19473.014,826.9224,3,out and back,1,4.5,39,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wildlife']","['hiking', 'snowshoeing', 'horseback-riding', 'fly-fishing']",i
10275682,East Inlet Trail to Adams Falls and Campsite,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.23959, 'lng': -105.80085}",9.8561,7885.766,139.9032,3,out and back,2,4.5,40,"['forest', 'views', 'waterfall', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i
10272876,Gunnison Point Overlook,Black Canyon of the Gunnison National Park,Crawford,Colorado,United States,"{'lat': 38.55479, 'lng': -107.68639}",9.8415,321.868,23.7744,1,out and back,2,4.5,35,"['dogs-no', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10265217,Marmot Point Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.44294, 'lng': -105.74328}",9.8002,1287.472,99.9744,3,out and back,1,4.5,38,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10264634,Holzwarth Historical Site / Never Summer Ranch,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.37258, 'lng': -105.85468}",9.7464,1931.208,14.9352,1,out and back,3,4,62,"['ada', 'dogs-no', 'forest', 'kids', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'snowshoeing', 'walking', 'cross-country-skiing', 'fly-fishing']",i
10236182,Rim Rock Nature Trail,Black Canyon of the Gunnison National Park,Montrose,Colorado,United States,"{'lat': 38.55407, 'lng': -107.68605}",9.5991,2414.01,56.9976,3,out and back,1,4,39,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10265442,Irene Lake Trail,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.41372, 'lng': -105.81899}",9.3496,1287.472,25.908,1,loop,2,4,44,"['dogs-no', 'forest', 'lake', 'kids', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10002501,Soda Canyon Overlook Trail,Mesa Verde National Park,Mesa Verde National Park,Colorado,United States,"{'lat': 37.16756, 'lng': -108.46994}",9.3427,1931.208,17.9832,1,out and back,3,4,76,"['kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10266708,Boulder Brook Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31994, 'lng': -105.61996}",9.3186,7402.964,452.9328,3,out and back,1,4.5,37,"['dogs-no', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10289369,Odessa Lake via Fern Lake Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.35493, 'lng': -105.63099}",9.3077,14966.862,602.8944,3,out and back,,5,36,"['dogs-no', 'forest', 'views']","['hiking', 'nature-trips', 'trail-running', 'walking']",i
10030657,Ute Trail from Poudre Lake to Alpine Ridge,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.42036, 'lng': -105.81156}",9.2145,13518.456,400.812,3,out and back,,4.5,51,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['hiking', 'trail-running', 'cross-country-skiing']",i
10344418,"Chapin, Chiquita, Ypsilon",Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.43487, 'lng': -105.73032}",9.1322,14323.126,988.7712,5,out and back,1,4.5,37,"['dogs-no', 'views', 'wildlife']","['backpacking', 'hiking', 'nature-trips', 'trail-running']",i
10017560,Storm Pass Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.30617, 'lng': -105.5369}",9.0981,23174.496,986.9424,3,out and back,2,4,41,"['dogs-no', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10289234,Bear Lake to Lake Bierstadt,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.31196, 'lng': -105.6456}",9.0967,7081.096,196.9008,3,out and back,2,4.5,38,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['hiking', 'snowshoeing', 'trail-running', 'walking']",i
10314923,Beaver Ponds,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.35619, 'lng': -105.61569}",9.0569,3701.482,33.8328,1,out and back,2,4.5,20,"['forest', 'views']","['hiking', 'nature-trips', 'walking']",i
10028396,East Portal Trailhead: Wind River and Glacier Basin Loop,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.32831, 'lng': -105.57836}",8.9639,9816.974,281.94,3,loop,2,4,49,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10002944,Onahu Creek Trail,Rocky Mountain National Park,Grand Lake,Colorado,United States,"{'lat': 40.30735, 'lng': -105.84128}",8.8702,12874.72,402.9456,1,loop,1,4,59,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10038098,Eugenia Mine,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.27212, 'lng': -105.55687}",8.8658,6115.492,211.836,3,out and back,2,4,37,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['hiking', 'walking', 'horseback-riding']",i
10236179,Upper Sand Creek Lake Trail,Great Sand Dunes National Park and Preserve,Westcliffe,Colorado,United States,"{'lat': 37.92438, 'lng': -105.48759}",8.8522,11909.116,598.932,7,out and back,1,4.5,17,"['lake', 'views']","['backpacking', 'hiking', 'trail-running']",i
10039066,Mesa Verde National Park Scenic Drive,Mesa Verde National Park,Mesa Verde National Park,Colorado,United States,"{'lat': 37.34014, 'lng': -108.41197}",8.8472,24140.1,797.9664,1,point to point,2,4.5,42,"['partially-paved', 'views']","['nature-trips', 'scenic-driving', 'walking']",i
10264641,Warner Route,Black Canyon of the Gunnison National Park,Montrose,Colorado,United States,"{'lat': 38.56246, 'lng': -107.742}",8.7418,6759.228,924.7632,7,out and back,2,4.5,26,"['dogs-no', 'river', 'views', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'nature-trips', 'fly-fishing']",i
10031837,Mill Creek Basin Trail to Bierstadt Lake,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.3417, 'lng': -105.60526}",8.6946,9977.908,383.7432,3,loop,2,4,30,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10274038,Mount Lady Washington and Chasm Lake,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.27134, 'lng': -105.55557}",8.6828,15932.466,1219.8096,5,loop,2,4.5,13,"['dogs-no', 'forest', 'lake', 'views']","['birding', 'hiking', 'nature-trips']",i
10267446,Mummy Mountain Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.40716, 'lng': -105.6264}",8.6158,23818.232,1494.7392,7,loop,2,4.5,6,"['dogs-no', 'lake', 'views', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips']",i
10268030,Beaver Mountian Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.37288, 'lng': -105.61361}",8.5139,6598.294,256.9464,3,loop,,4.5,45,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']",['hiking'],i
10264716,Bible Point,Rocky Mountain National Park,Estes Park,Colorado,United States,"{'lat': 40.3435, 'lng': -105.58338}",8.4439,2092.142,160.9344,1,out and back,1,4,40,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
