id,account,text,date,is_electronics,training_score,training_auc,prod_score,annotation
117,Berge & Berge,"Fugen Smart Cup | Can Shaped Modified Sine Wave Car Power Inverter | Adapter | Charger 12V DC to 220V AC with Dual USB 4.8A Auto for All Portable Devices (150 W) Size:150 W   150W DC to AC Power Inverter Travel Companion The ultimate car travel charger for Road Trips, Vacations, Outdoors, and more; Few products come close for sheer on-the-go versatility. Easy to use, simply plug the 150W inverter straight into car's cigarette lighter. Enjoy 2 (Two) USB ports (4.8A) ,1 (One) Cigarette Lighter Socket.1 (One) Indian Standard plug outlets (e.g. for laptops,Electric Baby Breast Pump, Lights,Home Inflation System,) for convenient charging on the road. Ultimate Versatility It can be used for camping, outdoors, vacations, road trips, remote job sites, and even charging household items. Dual USB ports effortlessly charge for two devices (including any smart phones and tablets) at once while the outlets can power a wide range of power-hungry items on the road. for maximum utility, stay in charge at all times and add this to your travel emergency kit. Product Specification : Output Power: 150W DC Input: DC 12V AC Output: 110V USB Output1-2: 5V 2.4A & 2.4A AUTO Low Voltage:10.0V ±0.5VOver Voltage:16.0V ±0.5VSize: 5.71*2.56*2.32 inchOptimal Use and Precautions : for DC12V and Car ONLY, not applied for DC 24V and airplane use. Please do not leave the power inverter in the on position while your car is off. The cooling fan remains on continuously. This means you'll only be able to use it in situations where the car is running. Avoid placing the inverter into sunlight directly or next to heat-sensitive materials to protect inverter from getting too warm. Please understand device wattage usage Caution. Do not use high power electric devices such as hair dryers, electric heaters, curling irons. We are providing 1 Year Warranty against the manufacturing faults.",2023-01-30,1,0.020795507,0.706,0.1429895261825527,
118,Berge & Berge,IndiWeaves Girls Cotton 3 Full Sleeves Printed T-Shirt Pack of 3 IndiWeaves printed t-shirt which is made up cotton and fastness fabrics available in different combos with attractive print which will make your kid feel awesome.,2023-03-13,0,0.0008186491,0.706,1.171047420916767,
119,Berge & Berge,"Camey Women Printed Viscose Pajama Camey women printed pajama This pajama set has been crafted using only the best quality materials possible. That makes the fabric super soft and comfortable , Size- Free size",2023-03-08,0,0.062051702,0.706,0.0916470571339773,
120,Berge & Berge,Organic Home Gardening Made Easy “ORGANIC HOME GARDENING made easy” opens up the avenues for amateur gardeners to fulfill their hobby of gardening ‘in harmony with nature’ which in real sense is organic home gardening.,2023-04-01,0,0.0019510856,0.706,1.1095920134662305,
121,Berge & Berge,"Cloth Fusion Patron 2nd Gen Waterproof Cotton Mattress Protectors- King Size (78""x72""), Maroon Size:72""X78""/ 6X6.5-Feet                                                                                 |                            Color Name:Maroon   Cloth Fusion Patron 2nd Generation Waterproof and Dustproof Mattress ProtectorsFeatures:br> 1. Size- 78X72 (inches) / 198.12X182.88(CM)2. Height- Up to 8 Inches3. Color - Available In 7 Different Colors4. 3 layers Protection5. 100% Cotton 30s Fabric6. 150GSM Hollow Conguguate Sheet for Extra Comfort7. Pu laminated sheet for 100% waterproofing8. Vinyl-free productbr> Benefitsbr> 1. Protects against allergens, dust mites, bacteria, perspiration, urine and fluids/b> Cloth Fusion Patron Mattress Protectorss provide protection against dust mites, fluids, urine, perspiration and allergens making them especially helpful for those with kids, pets, allergies or incontinence.2. Soft Cotton Surface - Breathable, Cool and Noiseless/b> To keep our Protectorss cool and noiseless, the surface material is made with soft 100% Cotton 30s fabric coated with a hypoallergenic and 100% waterproof membrane layer. Cotton naturally absorbs moisture and is completely noiseless. 3. Fitted Sheet Style/b> To ensure a great fit, an elastic band is used on the side skirt to automatically pull excess material under the mattress4. Machine Washable/b> Machine-wash with your sheets using normal household detergents that do not contain bleach. Tumble dries on low heat. Do not iron.5. Warranty Info:/b> All Cloth Fusion Patron Mattress Protectorss are backed by a full 6-Months product warranty.",2023-03-28,0,0.042930435,0.706,0.0182820762909576,
122,Berge & Berge,"Crompton Aure Prime Anti Dust 1200mm Ceiling Fan (Birken) Combat heat and discomfort by bringing home the Crompton greaves high speed ceiling fan. Along with being capable of delivering cool and refreshing air, the fan also consumes less power than air conditioners and desert coolers. This fan from Crompton greaves is white in colour and it is adorned with a painted golden ring on the motor.",2023-02-07,0,0.006328841,0.706,0.0343993875344104,
123,Berge & Berge,"Wobbly Walk Nursing Cover and Maternity Cover, Multicolor (Pack of 2) Wobbly Walk nursing covers are stylish and comfortable. We use 100 percent breathable fabric. Feel confident and covered while nursing your baby.",2023-03-27,0,0.0022841077,0.706,1.0222352832728232,
124,Berge & Berge,Mag Men's silk Kurta Churidhar With Waistcoat,2023-03-23,0,0.0642861,0.706,0.1245680503723498,
125,Berge & Berge,"Js Home Decor Sheesham Wood 6 Seater Dining Table Set with 4 Chairs and 1 Bench Natural Teak Finish Size:6 Seater                                                                                 |                            Color:Dining Table + 4 Chair With Cushion + 1 Bench | Natural Teak Finish   Elegantly styled, this dining table set makes for a great addition to your home. The set has an extremely modern and contemporary look that helps you set up a stylish dining space in your home. Easily seating adults while still leaving you enough space on the table to arrange all the delicious dishes, it is just what you need for a beautiful dining room. Ergonomically designed chairs ensure comfort as you enjoy a leisurely meal with your family and friends.Has a clear Wood tabletop. Seat has Enough space to Sitting comfortably We encourage self assembly of products to help customers better & completely understand the product they buy.",2023-02-05,0,0.0020228848,0.706,0.0990200427437474,
126,Berge & Berge,"The Elements of Journalism Review ""At a time when technological and financial forces are creating formidable challenges to journalism's traditional values, Kovach and Rosenstiel have written an immensely valuable primer on who we are, what we do, and how we should do it."" -- David Halberstam  ""The Elements of Journalism is a remarkable book that does a superb job of describing the problems, articulating the values, outlining the risks, and offering understandable and practical ways to respond to the difficulties of the present state of journalism. The Elements of Journalism ought to become required reading for every institution (and individual) engaged in journalism."" — Neil Rudenstine, President, Harvard University  ""Of the many books that have been written about reporting the news, this one best captures the shortcomings, subtleties, and possibilities of modern journalism. It deserves to become as indispensable to journalists and journalism students as The Elements of Style."" — Tom Goldstein, Dean, Graduate School of Journalism, Columbia University  ""In an age when partisan rancor and ratings-driven showmanship have crowded out the more subtle virtues of solid journalism, Tom Rosenstiel and Bill Kovach provide a timely refresher course in the importance of press fundamentals. They remind us that at its best, journalism is a high public calling, and all those who practice it have a deeper obligation to their readers and viewers than to the demands of the market."" — David Talbot, editor-in-chief, Salon.com  About the Author Bill Kovach was editor of the Atlanta Journal-Constitution, the Washington bureau chief for the New York Times and curator of the Nieman Journalism Fellowship program at Harvard. He was founding chairman of The Committee of Concerned Journalists.Tom Rosenstiel is executive director of the American Press Institute, founder of the Project for Excellence in Journalism, a former media critic for the Los Angeles Times and chief congressional correspondent for Newsweek. He and Kovach have written two other books together.              See all Product description",2023-02-11,0,0.0047198967,0.706,1.0245361267752373,
127,Berge & Berge,"Integral Calculus For Beginners About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proof-readers and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. The experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content & updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years.",2023-02-06,0,0.00016374596,0.706,0.071433269056778,
128,Berge & Berge,"ItkiUtki Girl's & Women's Military Camouflage Casual Multicolor Army Shirt Trendy and appealing, this Girls, Women's Stylish Full Sleeves Military Camouflage Women's Green Shirt from ItkiUtki exclusive collection will surely impress fashionable women. This Stylish Women's Military Green Shirt will surely add unique charm to your casual as well as party look. Made from quality fabric, this top will help you stay relaxed all day long.",2023-03-20,0,0.05230227,0.706,1.0626616627776586,
129,Berge & Berge,"Viva Durable Eva Plastic Anti-Slip Mat / Sheet For Kitchen, Shelf, Drawer, Liner (45 X 125 cm ),Transparent (2 Piece Set) VIVA EVA anti-slip mat is a multifunctional mat, suitable for kitchen, bathroom, cabinet, refrigerator and other household places. You can put articles on the surface and prevent it sliding effectively. No matter how heavy the products are or what you put on it, it will restore the original appearance. It is an eco-friendly, anti-bacterial, waterproof, transparent and non-toxic mat. It is Simple, Durable, Elegant, Non-Adhesive textured shelf and drawer liner. It is strong, Crack and Cold Resistant. Cut it to suit your preferred size or shape. It will not absorb liquids or odors.",2023-01-09,0,0.08157975,0.706,1.1024817266914324,
130,Berge & Berge,"Dupatta Bazaar Women's Dupatta Soft and regal, this chiffon dupatta features beautiful aari work embroidery all over. It will team up well with both ethnic and western outfits for timeless signature styles.",2023-03-29,0,0.8360748,0.706,0.1109771893645958,
131,Berge & Berge,Review of Physiology (PGMEE),2023-02-13,0,0.0011474524,0.706,1.0686776842326022,
132,Berge & Berge,"Super 10 Sample Papers for CBSE Class 10 Social Science with Marking Scheme & Revision Notes About the Author Disha Experts is a team of most renowned and prolific content writers pioneering in School and Test Prep segments (Competitive Exams and Government Vacancies). It consists of more than 30 experts comprising of IITians, PhDs, B-Techs, PGs, etc. working full-time with decades of experience in various academic and competitive exam verticals. Disha Experts has emerged as a think tank in the School and Test Prep segments providing the most updated (latest pattern and syllabus-wise) to-the-point student friendly (relevant and easy-to-understand presentation) content such that the aspirants can give their best.",2023-01-04,0,0.00085931027,0.706,0.1024203431686322,
133,Berge & Berge,"Prokick Kid's Rich Cotton Full Sleeves Zipper Jacket with Hoodies for Girls and Boys Prokick sweat shirt winter wear hood with zipper cotton jacket. Look effortlessly stylish this winter without compromising on comfort in this full-sleeved fleece jackets. Tailored to excellence, this zipped hoodie will keep you in sync with these fashion trends. The jacket boasts of enduring elegance and can be paired with almost all jeans and trousers which makes it suitable for both work and leisure.",2023-03-08,0,0.010757598,0.706,1.1434908567274518,
134,Berge & Berge,Qube by Fort Collins Girls' Parka Regular Fit Jacket,2023-03-26,0,0.026536584,0.706,1.060611614694643,
135,Berge & Berge,"Pantoff Women's Slim Fit Jeans This slim fit jeans made with dobby (stretchable) fabric which is skin friendly and easy to wear. You can wear the jeans with off shoulder top. ''Pantoff is a brand synonymous with the youth and aspiration. breaking the confines and expanding the horizon, the brand believes in evolving each day with the ever evolving fashion world. keeping pace with the fashion dynamism, the brand at every point epitomizes global fashion and is a beacon of effortless style. NOTE:- Pantoff product are sold by only M S Fashion.",2023-02-14,0,0.030219903,0.706,0.1026964751058112,
136,Berge & Berge,"SHAFIRE™ Foldable Step Stool For Kids & Adults, Kitchen Garden Bathroom Stepping Stool,holds up to 150 KG(28.5*24.5*32cm) SHAFIRE super strong folding step stool is made of high quality plastic which can carry up to 150KG.  Therefore, not only it is wonderful for kids, but it is great and ideal for adults too. It will give you the extra height you and your children need and in addition to all that, it is fold-able! that allows you to store it when not in use.Material Type(s):  plastic  Color:  random colour  Item Weight:  1.5kg  Item Size: 28.5 x 24.5cm x 32cm  Package Includes:  folding step stool X 1",2023-03-23,0,0.019387113,0.706,1.0996330943002794,
137,Berge & Berge,"Davidson's Principles and Practice of Medicine, International Edition",2023-02-04,0,0.00062664883,0.706,1.097350911956722,
138,Berge & Berge,SanDisk Ultra A1 16GB Class 10 Ultra microSD UHS-I Card with Adapter (SDSQUAR-016G-GN6MA) Size name:16 GB   The SanDisk ultra microSDXC UHS-I card is perfect for recording and watching full HD video,2023-02-20,1,0.68634254,0.706,0.128131053508392,
139,Berge & Berge,"VRCT Classic Off-White Khadi Conical Shade and Beautiful Black Base Table Lamp for Bedroom and Drawing Room, Table Lamp (Size: 40 x 26 x 15 cm) VRCT is all about Home! We design and craft furniture and decor in a range of designs and sizes, allowing our customers to create a home that's unique to their lifestyle and space, and make the most of special occasions and life every day.",2023-03-11,0,0.012245923,0.706,0.1573641598617525,
140,Berge & Berge,"Funskool Monopoly Deluxe Color:Multi   Since its origin in 1903, Monopoly has been one of the most popular board games of all times. Spend some quality family time and play the Funskool Monopoly Deluxe. Compete against each other to emerge as the wealthiest player at the end of the game. Promising complete entertainment, this Monopoly board game is a must-have addition to your child's games collection. Comprising its Deluxe edition board game, 32 luxury houses and 12 luxury hotels, 10 golden token pieces, 16 community chest and chance cards, a pack of money, two dice and 28 title deed cards, you can be sure your kids will never stay bored again. For Smart, Shrewd Little Children Each player is allotted a certain amount of money and he/she selects a token piece to represent themselves on the board. Roll the dice to move around the board and purchase property. If you've collected all the property pieces of one colour or category, you can build houses and hotels. You earn money when the other players land on your property and pay you rent and if you have hotels, the rent doubles. To win the game, you must own the most valuable property and collect the most money. Teach your child how to manage money and cultivate the knowledge of buying and selling property.",2023-01-30,0,0.0134080555,0.706,0.2183914833501048,
141,Berge & Berge,Text Book of Visual Optics For optometry and Ophthalmology,2023-01-30,0,0.006336129,0.706,0.0278086785772974,
142,Berge & Berge,"Alexvyan Certified Stainless Steel Blade and Liner Lock Pocket Folding Knife Knives with Metal Handle Use in Camping, Travelling , Sports, Office, House, Home Car, 9 cm , Black 1. Sharp Steel Blade for Efficient Cutting - The knife blade is made of high-quality steel with the sharp edge, which ensures the hardness, sharpness and durable quality, perfect for everyday carry. 2. Liner Lock Design for Safe Use - The steel liner lock firmly Locks the blade in place when in use and eliminate the risk to be hurt by the accidental close of the blade. 3. Comfortable and Portable - Equipped with stainless-steel handle offers anti-skid and good-grip feeling. 4. Blade Size LxB: 5x2 cm Closed Size: 8x2cm, Open Size: 13x2 cm",2023-02-07,0,0.010325521,0.706,0.0954772994740814,
143,Berge & Berge,Peppa Pig: Little Library,2023-02-12,0,0.02713681,0.706,0.0953839965711691,
144,Berge & Berge,"DivineXt DI-004 Wireless USB Presenter with Laser Pointer Remote Control (Black) Searching for something which could make your Powerpoint presentation more effective... Why not try wirelessly controlling your presentation...It's easy and effective... The Wireless Presenter with Laser Pointer makes it easy to control your presentation from up to 15 meters of range. The ergonomic design with soft touch surface makes it easy to hold the device in your hand and navigate through the buttons comfortably. The built-in laser pointer allows you to highlight key points while the other keys allow you to page up, page down, exit/resume presentation mode, and darken the screen. The present RF connection enables true plug-and-play capability; no driver is required. Features: Long range 2.4GHz wireless technology provides true freedom for effective presentation. Remotely controls your Powerpoint presentations from up to 15 meters of distance. Built-in Laser pointer to highlight key points in your presentation. No hassle set up; simply plug into your computer's USB Port. Laptops, Netbooks, and Desktop computers. Preset RF connection without the need for a software driver enables the true plug-and-play capability",2023-02-22,1,0.007376648,0.706,0.0159388925203865,
145,Berge & Berge,Siddhartha,2023-02-01,0,0.02713681,0.706,1.1280532740409273,
146,Berge & Berge,"Dada Shopy Comfort Fit Rayon Cotton Pant Palazzo for Women Beautifully crafted regular wear rayon cotton pant palazzo to add grace to your normal attire. This can be carried upon formal's, casual or ethnic occation. Fabric:- Rayon Cotton Color:- One color Fit :- Regular Fit",2023-02-07,0,0.6306924,0.706,0.096962911436626,
147,Berge & Berge,"Evana Kitchen Plate Gripper, Foldable Hot Dish Lifter and Retriever, Bowl Clip Pots Crockery Holder Clamp Tongs - Stainless Steel (Color as available) An ingenious tool for lifting hot plates and bowls from steamers. No more burnt fingers! Easy to use with one hand. Compact and lightweight, carry conveniently. Fits into any standard-size bottle bowl pot pan. The Bowl Dish Clip can easy to take the hot dish, plate from steamer, and protect your hands from the steamer, Clip on to bowl, dish next to a folder to protect against burns your fingers. Compact design, convenient for taking out hot food bowl plate. Widely used on kitchen, restaurant, hotel, bakery, etc. Material: Stainless Steel + Plastic. Size: About 18*8cm",2023-03-04,0,0.059454158,0.706,1.0458517996515018,
148,Berge & Berge,BODYCARE Boy's Vest - Pack of 3 Package include boy's vests and come with Pack of 3. These are Perfect for summer season.,2023-02-26,0,0.0024912758,0.706,1.1628297802769785,
149,Berge & Berge,"Joseph Anton Review ""Joseph Anton is a splendid book, the finest new memoir to cross my desk in many a year"" (Jonathan Yardley Washington Post)""Funny, painfully moving and absolutely necessary to read"" (Nicholas Shakespeare Daily Telegraph)""Joseph Anton is a book that makes you laugh. It makes you sympathise. It may even scare you. It should also make you ― if you believe that freedom is essential ― very, very angry."" (David Aaronovitch Times)""Frank and…more gripping than any spy story…the prose makes for powerful reading... He is a great writer who has been brave."" (Margaret Drabble Observer)""An intimate tale of fathers and sons, of the beginnings and ends of marriages, of friendships and betrayals. At the same time, Joseph Anton is a large-scale spectacle of political and cultural conflicts."" (New York Times Book Review) 				    	 					 About the Author Salman Rushdie was born in 1947 and has lived in England since 1961. He is the author of six novels: Grimus, Midnight's Children, which won the Booker Prize in 1981 and the James Tait Black Prize, Shame, winner of the French Prix du Meilleur Livre Etranger, The Satanic Verses, which won the Whitbread Prize for Best Novel, Haroun and the Sea of Stories, which won the Writer's Guild Award and The Moor's Last Sigh which won the Whitbread Novel of the Year Award. He has also published a collection of short stories East, West, a book of reportage The Jaguar Smile, a volume of essays Imaginary Homelands and a work of film criticism The Wizard of Oz. His most recent novel is The Ground Beneath Her Feet, which was published in 1999. Salman Rushdie was awarded Germany's Author of the Year Award for his novel The Satanic Verses in 1989. In 1993, Midnight's Children was voted the 'Booker of Bookers', the best novel to have won the Booker Prize in its first 25 years. In the same year, he was awarded the Austrian State Prize for European Literature. He is also Honorary Professor in the Humanities at the Massachusetts Institute of Technology and a Fellow of the Royal Society of Literature. His books have been published in more than two dozen languages.",2023-02-02,0,0.106604844,0.706,0.9653194256332456,
150,Berge & Berge,"SAYFUT 3 in 1 Women's Postpartum Girdle Recovery Belly Band Wrap Belt A: Belly belt- helps getting your stomach and muscles half way back to normal, recommend to use when 1~7 days after vaginal birth. B: Waist belt- helps flatten the belly,redefine the waistline,relief back pain,combined the use with stomach belt will accelerate the effectiveness, recommend to use 1~6 weeks after vaginal birth or stitching healing from C-section. C: Pelvis belt- helps speeding up the contraction of pelvis and stretched to fit the natural curves of your body  Speed Recovery, Reduce Discomfort - The Postnatal belts are not just body shapers, they are medical garments to help the uterus go back to its place in less time, provide back support and compression, allowing a faster recovery and molding of the mother's figure. It is completely understandable to worry about the corset interfering with your incision. But the opposite is actually true. Compression is known to increase blood flow, reduce swelling, prevent wounds from opening, reduce tension on newly formed scar tissue. Size:(If you are purchasing after birth, choose based on your current waist size) Small: Belly belt -- 34.6"" x 9"", Fits Stomach 24""-35"" Waist belt -- 35.4"" x 9"", Fits waistline 28""-35.5"" Pelvis belt-- 37.4"" x 6"", Fits hipline 25""-37.5""  Medium: Belly belt -- 35.8"" x 9"", Fits Stomach 25""-36"" Waist belt -- 37.4"" x 9"", Fits waistline 30""-37.5"" Pelvis belt-- 39.4"" x 6"", Fits hipline 27""-39.5"" Large: Belly belt -- 37"" x 9"", Fits Stomach 26""-37"" Waist belt -- 39.4"" x 9"", Fits waistline 32""-39.5"" Pelvis belt-- 41.3"" x 6"", Fits hipline 29""-41.5""  In order to help you get your body back to its former post childbirth more quickly, we recommend you combine exercise and calorie control with the use of this product, you will see a very big difference soon. Package:1pc Belly belt + 1pc Waist belt + 1pc pelvis belt.",2023-03-04,0,0.0035049587,0.706,1.1011918088070027,
151,Berge & Berge,"Polk Audio AM3365-A TL3 Center Channel Speaker (Black) No other compact loudspeaker outperforms the TL3 compact center channel loudspeaker. That's because the TL3 is built small, but packed with big speaker technology. Dual high performance drivers work in concert with the superior ring radiator tweeter (no other compact speaker has it). Patented PowerPort bass venting works with the steel-reinforced enclosure.",2023-02-26,1,0.43344864,0.706,1.0899208432188952,
152,Berge & Berge,La Victorie Aviator UV Protected Unisex Green Sunglasses,2023-04-01,0,0.02713681,0.706,1.0658221905441567,
153,Berge & Berge,"Clean Planet Eco-Friendly Vegetable and Fruit Storage Bag for Fridge (Set of 6, 2 Large 4 Regular)",2023-01-17,0,0.009950074,0.706,1.0548759269150825,
154,Berge & Berge,e vastram Women's Mysore Art Silk Saree With Blouse Piece (NSTASSELMULTI_Yellow & Green) It is a saree in Yellow-Green color made of Mysore Art Silk material. It comes with blouse piece.Each Piece Is Elegantly Crafted And Will Surely Add To Your Wardrobe. Pair This Piece With Heels Or Flats For A Graceful Look.,2023-01-25,0,0.05633103,0.706,1.075950784146292,not_electronics
155,Berge & Berge,"Gizga Essentials Gz-Ck-102 Professional Cleaning Kit (Plush Micro-Fiber Cloth, 170Ml Antibacterial Cleaning Solution) Size name:170 ml Cleaning Combo   170 ml cleaning combo. Professional cleaning kit for mobile, laptops, cameras and sensitive electronics (includes: Plush micro-fiber cloth, 170ml cleaning solution). The specially designed cleaning solution bottle can hold the micro fiber cloth for storage. Plush microfiber cleaning cloth (1 piece). Microfiber cleaning cloth extremely fine microfiber leaves zero scratches, streaks or marks. Safe for all lenses canon, Nikon, Pentax, Sony etc. Our microfibers are made with premium materials and designed to the highest standard of quality. Ultra gentle extremely fine microfiber leaves zero scratches, streaks or marks. Safe for all lenses. Our plush microfibers are made with premium materials and designed to the highest standard of quality size: 250 mm x 190 mm. Cleans very effectively and in one stroke for most of the regular dust/ dirt/ speck/ smudges. This is not the regular soap water cleaning solution. Ideal for mobiles/ tabs/ cameras. Laptops and other sensitive electronics. Keep your gadget free from dust. Do not apply cleaning liquid directly onto the surface of camera, computers and mobiles etc. Effectively removes smudges and fingerprints from lenses, LCDand other optics. Compatibility: Mobile phones, tabs, iPad, laptop computers, LCDs, LEDs TV, camera, DVD, DSLR camera, monitors, glasses and other sensitive electronic etc.",2023-02-15,1,0.032146282,0.706,1.120811408972631,
156,Berge & Berge,"INDISWAN™ Bathroom Towel Napkin Ring Stainless Steel (Silver, Chrome Finish) (Pack of 2) This round towel ring is made up of stainless steel and bracket is made up of white metal. Both ring and bracket are chrome finished to give premium look. Ring in a Chrome finish will look fresh and modern for years to come. Easy to install, these accessories come with template and hardware, and are sure be quick but lasting additions to your space.",2023-02-21,0,0.0020860594,0.706,1.0364261480734662,
157,Berge & Berge,"Mannat Creation Silk Lehenga Choli Lehenga: banglory silk- blouse: banglory silk, | dupatta: No, lehenga flair - 2.10 meter (Semistitched), blouse-0.80 meter (Unstitched), all over size: free size package contents: 1lehenga (Semi Stitched), 1 blouse piece(Unstitched), work- chain stitched embroidred | type- semi stitched, beautiful lehenga for women's & girls occasion: : casual color is very attractive perfect for any skin.",2023-01-23,0,0.06258955,0.706,1.0906517784768337,
158,Berge & Berge,AKSH Pretty House Furniture Kit for Kids (Multicolor) AKSH Present This Is A Amazing toy For Girls In Which A Play Set Will Let Your Kids Have Fun While They Are Learning About Maintaining Home And Kitchen Activities As Well As Teaching Them About Safety In The Home. This Set Comes In A Range Of Styles And Suit A Range Of Ages Including Babies And Toddlers. This Is The Perfect Gift For The Little One In Your Life With A Big Imagination This Play Home Set Would Be Perfect For Your Child. Your Child Will Be Busy In Playing With This Toy. There Are Many small Pieces. not for under 3 years.no battery required. Note : All Products Are Dummy In The Picture Only For Kids Play.,2023-02-26,0,0.00026945552,0.706,0.0789026735194982,
159,Berge & Berge,"Acupressure's Potent Points: A Guide to Self-Care for Common Ailments From the Inside Flap With your hands you have potential to relieve everyday aches, pains and ailments without taking drugs, to improve your health, and to increase your vitality. Acupressure is an ancient healing art that uses the fingers to stimulate key points on the skin that, in turn, activate the body's natural self-healing processes. With this book, it is a skill you can learn now--and use in your own home. In ""Acupressure's Potent Points, Michael Reed Gach, founder and director of the Acupressure Institute of America, reveals simple techniques that enable you to relieve headaches, arthritis, colds and flu, insomnia, backaches, hiccups, leg pain, hot flashes, depression, and more--using the power and sensitivity of your own hands. This practical guide covers more than forty ailments and symptoms, from allergies to wrist pain, providing pressure-point maps and exercises to relieve pain and restore function. Acupressure complements conventional medical care, and enables you to take a vital role in becoming well and staying well. With this book you can turn your hands into healing tools--and start feeling good now. 				    	 					 About the Author Michael Reed Gach, PhD, Dipl ABT, founded the Acupressure Institute in 1976, one of the leading international training schools in Asian bodywork. Gach is a national expert on acupressure therapy and has taught over 100,000 people from all over the world. He is also the originator of Acu-Yoga, a self-healing system of exercises that integrates acupressure and yoga. Gach received his PhD from Columbia Pacific University in health and human services. 				    	 					              See all Product description",2023-03-16,0,0.0003319473,0.706,1.0864837537407013,
160,Berge & Berge,"BESTVECH Baby Girl's Elastic Dot Printed Bowknot Headband (Multicolour) - Pack of 20 Features:Special accessory for your child perfect for photo shoots or for any special occasions.Bright colour dressing up your little baby more cute.Make your baby become more fashionable,attractive,beautiful,your kids will like it very much.A great gift for your children.Specifications:Material: Cloth Colour: As picture shownQuantity: 20pcsSize: approx. 15X8cm/5.90X3.14InNotes: Due to the light and screen setting difference, the colour of the item may be slightly different from the pictures.Please allow slight dimension difference due to different manual measurement.Package inckuded:20 X Headbands.",2023-01-09,0,0.006623661,0.706,0.1152776457328768,
161,Berge & Berge,"Pro Chef Kitchen Tools Stainless Steel Over the Door Hanger - Folding Valet Hook Holder Fits Closets, Doors and Cubicles to Organize Travel Clothes, Coats, Jackets, Purses, Jewelry or Dry Laundry",2023-02-24,0,0.0015807872,0.706,1.0699741196609214,
162,Berge & Berge,"E10 Star Water Heater Instant Hot Faucet Kitchen Electric Stainless Steel Tap , Large, Silver 3000W Instant Electric Water Heater Instant Hot Faucet Kitchen Electric Tap Water Heating Instantaneous Water Heater Kitchen LED Digital Display Fast Heating Electric Water Heater Faucet Taps Description: ABS engineering plastics, high temperature resistant, soft and strong, not easy to burst, high shape stability, strong anti-stamping, UV radiation, so that the product is not easy to aging, security is more durable and lasting Built-in high sensitivity sensor probe, which can be real-time detection of temperature, the display will real-time display the current temperature. Features: Product Name: LED Digital Display fast electric faucet The main material: H59A level environmental refined copper + ABS engineering plastics The inlet way: under the influent Surface treatment: multiple plating Spool: Diamond level Ceramic spool Heating tube: high-purity copper liner heating element Rated voltage: 220V/50HZ Rated Power: 3000W Working pressure :0.04-0 .5 MPA Waterproof grade: 1PX4 Diameter: General diameter The water way:Under water Cord Length: about 1.5 m How to install : Check if Meter air switch and socket meet requirement of current, if ground wire really connect to the underground Cautions: 1. ground wire much connect to the earth , otherwise leakage happens possibly 2.socket have to be fixed on the place away from water 3.The tap should be installed by technical person, do as pic below. When you connect inlet of Electric tap to running water pipe and screw interface up, plz do not use power too much, avoid that tap is destroyed, forbid you install them placing upside down. Electric tap should be kept communication with air, outlet of tap can not be blocked up by anything.",2023-03-18,0,0.0021639657,0.706,0.0911876468541704,
163,Berge & Berge,"GTC Plastic 360 Degree Spin Floor Cleaning Easy Bucket Mop with 2 Microfiber Heads (Multicolour) Micro fiber refill with super absorbent capacity 360 degree rotating mop for easy and better cleaning. It has super spin system which makes drying refill faster. Easy floor cleaning magic bucket mop and super light weight 100 percent microfiber mop and rotates 360 degrees mop microfiber:- Simple and handy design, wash and dewatering without power supply. Spin washes clean and dewater without getting hands dirty. Affixed plastic spin dry basket gives option to control mop moisture. 360 degree rotating mop plate reaches anywhere. Unique cotton fiber mop head achieves perfect cleaning result.",2023-03-29,0,0.12495448,0.706,0.1432241151115652,
164,Berge & Berge,"Happy Selling Waterproof 6W Led Curved Mirror Picture Wall Light (Warm White) Antique design with fine finishing. Beautiful royal looking picture light/mirror light with white LED lights;high power LED, energy saving, lower consumption no rf interference, environmentally friendly easy for installation water-proof LED driver, safer in bathroom. Suitable for bedroom, bathroom, hallway, hotel, architectural.",2023-02-22,0,0.28222394,0.706,1.1356251790637168,
165,Berge & Berge,Roble Party Wear Romper Baba Suit Dungree Jumpsuit Outfits For Newbron Babies Boys & Girls 6 Months -2 Years Unisex Dungree / Rumper For Newborne Baby,2023-02-06,0,0.26181462,0.706,1.048973603249126,
