id,account,date,is_electronics,training_score,training_auc,prod_score
667,Mosciski and Sons,2023-03-30,1,0.95203143,0.8879999999999999,1.1705365402619838
675,Mosciski and Sons,2023-02-23,0,0.023900347,0.8879999999999999,0.1058727373167783
617,Mosciski and Sons,2023-02-23,0,0.933767,0.8879999999999999,1.0887264457146264
687,Mosciski and Sons,2023-03-23,0,0.016035909,0.8879999999999999,1.0806470003952202
775,Mosciski and Sons,2023-01-18,0,0.0061433944,0.8879999999999999,0.0841596130038128
682,Mosciski and Sons,2023-01-26,0,0.0843278,0.8879999999999999,1.0584093469214324
688,Mosciski and Sons,2023-02-17,0,4.8195766e-4,0.8879999999999999,1.0052444421266116
655,Mosciski and Sons,2023-03-04,0,0.15788873,0.8879999999999999,1.1227909935025977
646,Mosciski and Sons,2023-02-01,0,0.02713681,0.8879999999999999,0.1372362240201376
673,Mosciski and Sons,2023-03-06,0,2.0417472e-4,0.8879999999999999,1.0514170086462458
689,Mosciski and Sons,2023-02-17,0,0.02713681,0.8879999999999999,1.0991564354531485
694,Mosciski and Sons,2023-01-26,0,0.077929676,0.8879999999999999,0.0732293649370238
755,Mosciski and Sons,2023-01-22,0,0.0018567637,0.8879999999999999,1.069649564472707
773,Mosciski and Sons,2023-02-19,0,0.01319327,0.8879999999999999,0.0652957553599793
796,Mosciski and Sons,2023-02-14,1,0.5423872,0.8879999999999999,1.1260448497925255
754,Mosciski and Sons,2023-04-01,0,0.02713681,0.8879999999999999,1.092222782785492
795,Mosciski and Sons,2023-01-13,0,0.0642861,0.8879999999999999,1.0782431349221615
777,Mosciski and Sons,2023-01-14,0,0.003410091,0.8879999999999999,0.1235515440442039
748,Mosciski and Sons,2023-02-25,0,0.014180996,0.8879999999999999,0.058369806591113
791,Mosciski and Sons,2023-01-23,0,0.11277599,0.8879999999999999,0.1522006628542877
738,Mosciski and Sons,2023-03-23,0,2.1690133e-4,0.8879999999999999,0.207276174108371
774,Mosciski and Sons,2023-01-25,0,0.19778694,0.8879999999999999,0.0340935652796324
792,Mosciski and Sons,2023-03-08,1,0.9268653,0.8879999999999999,0.1117071715622744
793,Mosciski and Sons,2023-01-25,0,0.3713521,0.8879999999999999,1.0595568794809826
691,Mosciski and Sons,2023-01-10,0,0.003035573,0.8879999999999999,0.1097194484226117
604,Mosciski and Sons,2023-02-24,0,0.91099197,0.8879999999999999,1.157739494394615
618,Mosciski and Sons,2023-01-19,1,0.06289425,0.8879999999999999,1.019638173073521
757,Mosciski and Sons,2023-03-05,0,0.003167176,0.8879999999999999,1.0827029639442531
620,Mosciski and Sons,2023-01-01,1,0.98540074,0.8879999999999999,1.1415314160425178
630,Mosciski and Sons,2023-01-03,0,0.81901187,0.8879999999999999,1.1038088417094063
715,Mosciski and Sons,2023-01-12,1,0.9535631,0.8879999999999999,1.0107181258409408
679,Mosciski and Sons,2023-03-27,0,0.13858669,0.8879999999999999,0.0986381004135453
669,Mosciski and Sons,2023-01-05,1,0.9289174,0.8879999999999999,0.1281639269376895
767,Mosciski and Sons,2023-02-15,0,0.05920328,0.8879999999999999,1.160854106332284
732,Mosciski and Sons,2023-02-14,0,0.02713681,0.8879999999999999,1.082592800477486
690,Mosciski and Sons,2023-03-07,1,0.005718609,0.8879999999999999,1.1361694677257084
734,Mosciski and Sons,2023-03-19,0,0.0642861,0.8879999999999999,1.0892647025438311
772,Mosciski and Sons,2023-02-03,1,0.009995974,0.8879999999999999,0.0727606859252713
607,Mosciski and Sons,2023-03-28,0,0.9004678,0.8879999999999999,1.0280517606392372
765,Mosciski and Sons,2023-01-11,0,0.016281936,0.8879999999999999,1.1349394300608822
685,Mosciski and Sons,2023-01-25,0,0.013594767,0.8879999999999999,1.0738504711377068
741,Mosciski and Sons,2023-03-01,0,0.010847072,0.8879999999999999,1.11725468708371
721,Mosciski and Sons,2023-01-17,1,0.92699265,0.8879999999999999,1.0671492159044886
787,Mosciski and Sons,2023-02-22,0,0.004928262,0.8879999999999999,1.1141644612043462
619,Mosciski and Sons,2023-02-06,0,1.6374596e-4,0.8879999999999999,0.002592094407338
776,Mosciski and Sons,2023-03-19,0,0.02713681,0.8879999999999999,0.1030663456404976
780,Mosciski and Sons,2023-02-19,0,0.8177334,0.8879999999999999,1.0564186831794762
703,Mosciski and Sons,2023-03-31,0,0.0046089096,0.8879999999999999,1.1129694972848172
601,Mosciski and Sons,2023-03-03,0,0.005612415,0.8879999999999999,0.0743810749090334
762,Mosciski and Sons,2023-02-11,0,0.010868683,0.8879999999999999,-0.0079396866725947
656,Mosciski and Sons,2023-02-27,0,0.016419558,0.8879999999999999,1.0635699540448271
752,Mosciski and Sons,2023-01-29,0,0.02713681,0.8879999999999999,0.0681084715573242
680,Mosciski and Sons,2023-01-17,0,0.039191496,0.8879999999999999,0.0939338477458055
760,Mosciski and Sons,2023-03-01,0,0.0014032405,0.8879999999999999,1.0660642438654897
666,Mosciski and Sons,2023-01-24,0,0.010427132,0.8879999999999999,1.099002169980558
790,Mosciski and Sons,2023-02-20,0,0.51385003,0.8879999999999999,1.1702777876683037
699,Mosciski and Sons,2023-01-06,1,0.004392893,0.8879999999999999,1.1790449354653538
643,Mosciski and Sons,2023-02-11,0,0.4886055,0.8879999999999999,0.0130214920562096
728,Mosciski and Sons,2023-03-14,0,0.02713681,0.8879999999999999,1.0923704911045589
901,Wolff Ltd,2023-03-21,0,0.0015656011,0.726,1.1073800884366118
873,Wolff Ltd,2023-01-01,0,0.02713681,0.726,1.1100978329479614
837,Wolff Ltd,2023-01-09,1,0.014136449,0.726,0.1290009155954002
914,Wolff Ltd,2023-03-12,0,0.02455339,0.726,1.1501850410239252
967,Wolff Ltd,2023-02-14,0,0.007698572,0.726,1.1341592164877596
822,Wolff Ltd,2023-03-10,1,0.9264066,0.726,0.073899914275038
831,Wolff Ltd,2023-03-09,0,0.019275283,0.726,0.0376105785869047
989,Wolff Ltd,2023-03-27,0,0.024350211,0.726,1.1158046999184683
959,Wolff Ltd,2023-01-20,0,9.1150746e-4,0.726,0.1292121514075647
894,Wolff Ltd,2023-01-10,1,0.20550598,0.726,0.0597702756159074
860,Wolff Ltd,2023-01-30,0,0.0016855258,0.726,0.1182546013805456
982,Wolff Ltd,2023-01-27,1,0.7256641,0.726,1.1000028156503965
868,Wolff Ltd,2023-02-16,0,0.021917637,0.726,1.1287680953090804
910,Wolff Ltd,2023-03-02,0,2.0253863e-4,0.726,0.0714257898478195
848,Wolff Ltd,2023-01-08,0,0.23963508,0.726,1.036054449524078
877,Wolff Ltd,2023-01-04,0,0.05022146,0.726,1.101235670699939
813,Wolff Ltd,2023-02-09,0,7.453233e-4,0.726,0.1547157813235877
948,Wolff Ltd,2023-02-05,0,0.0037316016,0.726,1.0802703915559262
969,Wolff Ltd,2023-03-19,1,0.51019555,0.726,0.0552505468881667
817,Wolff Ltd,2023-02-28,0,0.017986858,0.726,0.0623583218467312
980,Wolff Ltd,2023-03-21,0,0.06911792,0.726,1.0609929597275138
900,Wolff Ltd,2023-02-18,0,0.0023566363,0.726,1.107596958094453
903,Wolff Ltd,2023-01-19,0,0.023743665,0.726,0.0336200123711356
869,Wolff Ltd,2023-03-07,0,0.006336129,0.726,1.1350904913945827
979,Wolff Ltd,2023-01-18,0,0.1267301,0.726,1.0659414564172136
818,Wolff Ltd,2023-01-12,0,0.045687977,0.726,0.0794832560707618
867,Wolff Ltd,2023-03-12,0,0.002391879,0.726,0.0888979294066529
821,Wolff Ltd,2023-03-13,0,0.02713681,0.726,1.1043172196605493
960,Wolff Ltd,2023-01-09,0,7.173031e-4,0.726,1.0849204359218412
843,Wolff Ltd,2023-02-02,1,0.91909254,0.726,1.151552812209392
957,Wolff Ltd,2023-01-04,0,0.005344911,0.726,1.1648272738887036
908,Wolff Ltd,2023-02-06,0,0.01743073,0.726,1.0560925622372286
966,Wolff Ltd,2023-01-21,0,0.0038639638,0.726,0.0614188235887227
986,Wolff Ltd,2023-03-15,0,0.004426663,0.726,0.1166540480987674
928,Wolff Ltd,2023-03-24,0,0.02713681,0.726,1.0918009708604162
942,Wolff Ltd,2023-02-15,0,0.040216736,0.726,1.0593747529470676
815,Wolff Ltd,2023-02-04,0,0.0403938,0.726,0.1523745209221236
922,Wolff Ltd,2023-03-03,0,0.01288958,0.726,1.107810063713731
855,Wolff Ltd,2023-04-01,0,0.0061369,0.726,0.0448008972256167
809,Wolff Ltd,2023-01-12,0,0.0023616517,0.726,1.0452024196334224
941,Wolff Ltd,2023-03-09,0,0.006880349,0.726,0.1362693366395884
896,Wolff Ltd,2023-03-28,0,0.0018684408,0.726,1.0806545643494854
998,Wolff Ltd,2023-01-24,0,0.017293109,0.726,1.11101882511548
872,Wolff Ltd,2023-02-26,0,9.82973e-4,0.726,0.1075373780762863
937,Wolff Ltd,2023-02-21,1,0.118713334,0.726,-0.011430135510996
830,Wolff Ltd,2023-03-15,1,0.11616709,0.726,0.0936397242412064
828,Wolff Ltd,2023-02-15,1,0.02713681,0.726,1.1535389877837574
968,Wolff Ltd,2023-02-25,0,8.127345e-4,0.726,1.1149767903621486
904,Wolff Ltd,2023-03-10,0,3.250132e-4,0.726,1.039221638197544
933,Wolff Ltd,2023-02-08,0,0.022062326,0.726,0.1643461712587002
920,Wolff Ltd,2023-02-10,0,0.0034829043,0.726,0.0579344410805292
893,Wolff Ltd,2023-03-30,0,0.02752766,0.726,0.1629244283184082
826,Wolff Ltd,2023-01-27,0,0.11980678,0.726,0.1118239832708646
906,Wolff Ltd,2023-01-19,0,8.691524e-4,0.726,1.128437553245591
975,Wolff Ltd,2023-01-30,0,1.7651406e-4,0.726,0.1755410023823818
853,Wolff Ltd,2023-03-26,0,0.007967289,0.726,1.1269821828927462
835,Wolff Ltd,2023-02-16,0,4.5773044e-4,0.726,1.1060996641675185
946,Wolff Ltd,2023-03-25,1,0.86469084,0.726,0.1672439279654513
981,Wolff Ltd,2023-02-21,0,4.864218e-4,0.726,0.1095329066380471
841,Wolff Ltd,2023-02-20,1,0.02275583,0.726,1.12709901198154
802,Wolff Ltd,2023-03-11,0,0.4858842,0.726,1.140492954062058
911,Wolff Ltd,2023-03-18,1,0.62254745,0.726,1.085189388452215
935,Wolff Ltd,2023-03-21,0,0.16649412,0.726,1.1998543236356578
944,Wolff Ltd,2023-02-25,0,0.03679726,0.726,1.003765139053014
995,Wolff Ltd,2023-01-03,0,2.8293038e-4,0.726,0.2172049291363578
970,Wolff Ltd,2023-02-11,0,0.029361194,0.726,1.078402608626916
806,Wolff Ltd,2023-01-08,1,0.0014967432,0.726,0.1497141870460403
929,Wolff Ltd,2023-01-20,1,0.8817406,0.726,0.1831868727346051
887,Wolff Ltd,2023-01-10,0,0.76013565,0.726,1.1218262359527982
846,Wolff Ltd,2023-01-02,0,0.0012982454,0.726,0.0755934329404263
845,Wolff Ltd,2023-03-02,1,0.051907055,0.726,1.0987321457560757
878,Wolff Ltd,2023-02-27,0,0.0025967034,0.726,1.1357745302276168
800,Wolff Ltd,2023-03-11,0,0.0037018147,0.726,1.1165651784532804
861,Wolff Ltd,2023-01-14,0,0.023446035,0.726,1.1253782280901723
832,Wolff Ltd,2023-01-08,0,0.008602106,0.726,0.0986691249831899
842,Wolff Ltd,2023-03-02,0,0.024421345,0.726,0.1556148454573195
996,Wolff Ltd,2023-01-05,0,0.01090797,0.726,0.1609416639801347
923,Wolff Ltd,2023-01-09,0,0.0021788233,0.726,1.0080521776814624
895,Wolff Ltd,2023-02-10,0,1.9449965e-4,0.726,1.0505377461102858
892,Wolff Ltd,2023-02-10,0,8.517721e-4,0.726,1.044545389222387
983,Wolff Ltd,2023-02-05,0,0.48974505,0.726,0.047923620649441
833,Wolff Ltd,2023-02-08,0,4.977726e-4,0.726,0.1091870598062626
876,Wolff Ltd,2023-01-25,0,0.023232227,0.726,1.0703266457867644
956,Wolff Ltd,2023-02-01,1,0.04625162,0.726,0.0929863318694679
819,Wolff Ltd,2023-02-14,1,0.0045832526,0.726,0.1361688761801263
859,Wolff Ltd,2023-03-26,1,0.92760354,0.726,0.0365125788061349
839,Wolff Ltd,2023-03-28,0,0.0071243895,0.726,1.0592236691019097
858,Wolff Ltd,2023-01-08,0,6.880531e-4,0.726,0.0322609777718254
950,Wolff Ltd,2023-01-28,1,0.027723527,0.726,1.167413665699018
999,Wolff Ltd,2023-01-26,0,0.33065912,0.726,1.0886532899948944
840,Wolff Ltd,2023-02-14,0,0.051401,0.726,1.0764428334716791
851,Wolff Ltd,2023-01-15,0,0.007764892,0.726,1.201769837091461
976,Wolff Ltd,2023-03-01,0,0.021917637,0.726,0.1131520476646788
936,Wolff Ltd,2023-02-02,0,2.2685772e-4,0.726,1.0256144618089478
916,Wolff Ltd,2023-03-08,0,0.31157422,0.726,0.0939590448960927
955,Wolff Ltd,2023-01-29,0,5.5734755e-4,0.726,0.1260804716414843
823,Wolff Ltd,2023-03-24,1,0.9944839,0.726,0.1389054009709788
808,Wolff Ltd,2023-01-15,0,1.507717e-4,0.726,1.0603164175116029
811,Wolff Ltd,2023-02-08,0,0.47511867,0.726,0.0449847506183881
814,Wolff Ltd,2023-03-17,1,0.025192128,0.726,1.057791747326691
